rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
608324	ɴɖi22, ɴbru22	female yak		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1458
608325	bruŋ33	wild yak		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1459
608326	te22 lɑ44	dzo (ox x female yak)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1460
608327	kǝ22 ʤo33	sheep		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1462
608328	sɲeɴ44	bharal, blue sheep		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1463
608329	dǝ22 gǝ33	argali sheep		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1464
608330	ʨʰit44	goat		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1466
608331	pak44	pig		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1468
608332	kɑ33 ʧu44	hen, cock		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1470
608333	stak44	tiger		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1472
608334	tu33 |wam33	bear		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1474
608335	spjaŋ44 kǝ44	wolf		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1476
608336	ʧir22 wo33	fox		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1478
608337	kʰɑ33 rtse33	deer		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1480
608338	kǝ33 zu33	monkey		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1483
608339	kɑ22 lɑ44	rabbit		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1485
608340	pu22 ʤu44	mouse		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1487
608341	rŋɐ22 |moɴ44	camel		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1491
608342	bǝr22 wɑ33	bat		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1493
608343	bjᴇr22 got33	eagle		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1495
608344	khɐ22 ʤu44 lu44 lǝ44	swallow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1499
608345	kok22 tut33	little cuckoo		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1500
608346	ʃi22 ʈo44	pigeon		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1502
608347	pʰo22 rok44	crow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1505
608348	ki33	crow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1506
608349	kɑ22 kʰu44	owl		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1507
608350	kɑ33 tsɑ33	sparrow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1509
608351	ka33 pi33 lo44 lo44	butterfly		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1511
608352	kʰɑ33 roʔ55	ant		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1513
608353	kha33 ʃi33 na33	spider		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1515
608354	ba33 bu44	honey-bee		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1517
608355	was22 tsɐ33	mosquito		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1519
608356	kɐ22 was44	fly		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1521
608357	dzɑ33 ji54	flea		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1523
608358	sor44	louse		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1525
608359	kʰɑ22 pri44	snake		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1527
608360	kʰɑ44 ʂpa44	frog		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1530
608361	tǝ22 ru33	horn		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1532
608362	tɑ33 rɲe44	hair		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1534
608363	wu22 ɴɖi44	skin, fur		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1537
608364	ʃi22 ᴺdzu44 ᴺdzu44	claw		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1539
608365	tʰa33 kɑ33 ʈʰu33	hoof		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1540
608366	te44 mǝ44	tail		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1542
608367	we22 mǝ44	tail (long)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1543
608368	te33 ɴtok44	beak		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1545
608369	tǝ33 rkʰam55	wing		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1547
608370	wɑ33 rɲe44	feather		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1549
608371	ʤi22 ʤo44 wu22 rkho44	scales of fish		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1551
608372	khɑ33 pri44 wu22 rkho44	scales of snake		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1552
608373	tɐ22 lok33	nest		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1554
608374	kǝ22 mbyam44	fly	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1556
608375	ʤi22 ɴʤaʔ44 ka44 lat33	swim	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1558
608376	kǝ22 ŋɐ44 ɴdzot44	cry	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1560
608377	kǝ33 ra22 ᴺgam44	lay an egg	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1562
608378	kɑ22 ʃput44	raise	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1564
608379	wu22 zo44 ʃtɐ44	shape		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1567
608380	kǝ22 por44 lor44	round		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1569
608381	kǝ22 ŋam44 ʧok44	sharp		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1572
608382	mǝ22 ŋam44 ʧok44	blunt		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1574
608383	kǝ22 ɴtap44	level and smooth		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1576
608384	kɑ22 bɐ33 bɑ44	flat		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1577
608385	kǝ22 mnam44	flat		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1578
608386	kʰe33 du44	hole		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1580
608387	kɐ22 ɴʨʰok44	hollow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1582
608388	kɑ22 sto44	straight		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1584
608389	kɑ22 sto33	straight	adv	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1585
608390	thǝk44	line		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1587
608391	wa ʧos	marks		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1589
608392	wa sta	marks		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1590
608393	wu22 zur44	corner		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1592
608394	lak22 ʧhɐ33	thing		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1594
608395	kǝ22 kte44	big		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1596
608396	kǝ44 ɴbro44	tall		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1598
608397	kǝ22 mᴇɴ22, kǝ22 ktsi33	little		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1600
608398	kǝ22 ɴʤip44, kǝ22 ʧhem44	fine (meshes)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1602
608399	ki22 ɴɖot44	large (meshes)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1604
608400	kǝ33 skreɴ44	long		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1606
608401	kǝ22 ʧiɴ33	short		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1608
608402	kǝ22 kam44	thick (and round)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1610
608403	kǝ22 ʧʰem	thin		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1612
608404	kǝ22 nɒ44 ɲam44 kʰɒ44	lean		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1613
608405	kǝ22 yaʔ44	thick (and flat)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1615
608406	kǝ22 mbɑ44	thin (and flat)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1617
608407	wu22 lem44 kǝ22 me33	weak, lightly seasoned		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1618
608408	wu22 ɴdoʔ33	color (of dying)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1620
608409	kǝ44 wu33 rne55	red		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1624
608410	sŋoɴ33 bo33	blue		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1626
608411	sir33 po44	yellow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1628
608412	ʥaŋ22 ku44	green		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1630
608413	kǝ44 pram44	white		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1632
608414	kǝ22 pgi44	gray		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1633
608415	kǝ22 nak44	black		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1635
608416	tsho22 stsǝ44 ka44 lat33, kǝ22 sǝ44 stsi44, kǝ22 ptshot44	paint	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1637
608417	kǝ22 ptshot44	dye it	v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1639
608418	wu33 zgrɐ33	sound, noise		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1641
608419	wuǝ22 ri44	a smell		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1643
608420	mɑ22 kɒ44 pso44, kǝ22 rko44	wild, rude		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1646
608421	kǝ22 ŋǝɴ44	bad-tempered		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1647
608422	kǝ22 ɴʤam33	gentle		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1649
608423	kɑ33 ʈiɴ33 kǝ22 te33	kind		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1651
608424	kɒ33 ʃkaŋ44, wu22 ʃne44 kǝ33 te33	courageous		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1653
608425	wu22 ʃne44 kǝ33 kte44	courageous		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1654
608426	wu22 ʃne kǝ33 ᶰbro55	stingy		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1656
608427	kǝ33 mɒ33 duɴ22 bɐ33	honest		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1658
608428	kaǝ22 sɒ33 nǝ33 skrɑ44 skraʔ44	cunning		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1660
608429	kǝ22 mǝ44 ʃu33 jo44	idle about	be v	YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1662
608430	kǝ22 nɒ33 paŋ33 ke33	lazy		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1663
608431	wu22 kʃit33 kɒ22 te33	strong		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1665
608432	wu22 waŋ44 ʧɒ55 kǝ33 te44	strong (politically)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1666
608433	kǝ22 ɴkhruŋ44	strong (quality)		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1667
608434	wu22 kʃit33 kɒ22 me33	weak		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1669
608435	ma44 kǝ44 sna44	of bad quality		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1671
608436	kǝ33 tak33	correct		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1673
608437	kǝ22 snɑ44	good [in general sense]		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1675
608438	kǝ22 je44 kǝ22 we44	appropriate		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1676
608439	kǝ22 snɑ44	of a good quality		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1677
608440	wu22 rme33 kǝ22 ʧak33	famous		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1678
608441	kǝ22 ŋǝɴ33	bad [in general sense]		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1680
608442	kǝ33 ŋeɴ53	malicious		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1681
608443	kǝ22 ɴbat44	easy		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1683
608444	kǝ33 sɐ44 khɒ44	difficult		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1685
608445	kɑ22 ɴdzaɴ33 kǝ22 ra33	dangerous		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1687
608446	kǝ22 sik44	tight		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1689
608447	ka22 war33 di44	loose		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1691
608448	kǝ44 mbjoʔ44	soft, gentle, smooth		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1693
608449	kǝ33 mǝ33 no44, kǝ33 mǝ33 lek44	smooth		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1694
608450	kǝ22 rtsup44	coarse		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1696
608451	kǝ33 mbi44	old		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1698
608452	kǝ33 ʃik55	new		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1700
608453	kǝ22 mʃor44	pretty, cute		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1702
608454	kǝ22 mʃor44	beautiful		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1703
608455	kǝ33 mǝ33 zkǝk33 pӕɴ44, maŋ44 khri44	poor, pitiful		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1704
608456	ma22 kǝ44 mʃor44	ugly		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1706
608457	kǝ22 ʃo44	clean		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1708
608458	mak22 ʃo44	dirty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1710
608459	kǝ44 ɴkʰrǝŋ44	hard		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1712
608460	kǝ44 mbjoʔ44	soft		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1714
608461	sɐ44 ʧhɐ44	place		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1717
608462	tǝ22 ʈi33	front		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1719
608463	tǝ22 ɴkʰuj44	back		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1721
608464	tǝ33 phej44	side		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1723
608465	wɐ22 ʧap44	between		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1725
608466	wu22 laj43	middle		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1727
608467	wu22 toj44, wu22 ʂkaj44	on		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1729
608468	to44 to44	upward		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1731
608469	wɑ22 kaj44	under		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1733
608470	wu22 kʃam33	down		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1735
608471	no44 no44	downward		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1738
608472	wu22 ɴguj44	inside		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1740
608473	wu22 ɴpoj44	outside		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1742
608474	ka22 ʧʰa44	right		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1744
608475	kɑ22 wɒ44	left		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1746
608476	wɑ44 go44	tip		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1748
608477	wu22 zur33	edge, hem		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1750
608478	wu22 ʃki44	surroundings		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1752
608479	wu22 re33 kǝ44 ɴbat33	near		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1757
608480	wɐ22 phej44, re22 ɴbej44	near		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1758
608481	wu22 re33 kǝ44 ʧʰi44	far		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1760
608482	kǝ22 ɴbro44	high		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1763
608483	kǝ22 mɛɴ44	low		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1766
608484	kǝ22 rnak44	deep		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1768
608485	mǝ22 kǝ22 rnak44	shallow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1770
608486	kǝ22 jam44	wide		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1772
608487	kǝ22 ɴgor33	narrow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1774
608488	kǝ33 tǝ33 pɐ22	together		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1776
608489	kǝ33 mǝ33 |ɲot44	full		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1779
608490	kǝ22 so44	empty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1781
608491	wu22 pʰjoʔ44	direction		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1783
608492	ku44 ku44	east		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1785
608493	ni44 ni44	west		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1787
608494	re22 re33	south		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1789
608495	ro22 ro44	north		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1791
608496	ʃar22 khɐ44	dawn		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1794
608497	tɑ22 nam33	morning		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1797
608498	sa33 ksi33	noon		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1799
608499	sɲi33 ŋglɑ33	daytime		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1801
608500	sa33 ksǝ44 ɴkʰu33, tǝ22 mor44 ʃe44	evening		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1803
608501	tǝ22 mor44	night		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1805
608502	tǝ22 mor44	night		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1806
608503	kǝ33 sʨɐ33	early		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1808
608504	kǝ33 mǝ33 ɴkʰu33	late		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1810
608505	ʃu33 ʤi33, ʃi44 mo44 moʔ44	now		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1812
608506	ʃu44 ʤǝ44	at once		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1814
608507	kǝ33 sʨɐ33	previously		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1816
608508	wu22 ɴkʰuj44	after		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1818
608509	wu22 ɴkhuj43	next		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1820
608510	tso22 tsos33	always		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1822
608511	rʥiɴ33, kǝ22 mɲam33	always		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1823
608512	no44 ʧʰu33 wat44 no44 ʧʰu33 wat44	often		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1825
608513	kǝ44 kǝ44 ʧeɴ33	sometimes		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1827
608514	mǝ33 sni44	today		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1829
608515	mǝ22 ʃer33	yesterday		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1831
608516	so44 sni33	tomorrow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1833
608517	sɐ22 ɴdi44	the day after tomorrow		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1834
608518	stoŋ44 sni33	everyday		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1836
608519	kǝ33 sni33	day		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1838
608520	kǝ33 tsǝ33 lɑ44	month		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1844
608521	kǝ44 pɑ44	year		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1846
608522	lǝ22 tho44	calendar		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1847
608523	ta22 bli44	age		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1849
608524	ʃi44 kɑ44	spring		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1851
608525	pɒ22 zar33	summer		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1853
608526	stoɴ22 kɑ44	autumn		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1855
608527	ku22 rtsu44	winter		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1857
608528	nǝ33 ʧǝm43	around		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1859
608529	mi22 ʃer44 tǝ22 mor44 ŋa33 kǝ22 nǝ44 ᶰǳa44 ʤi44 ʦoᶰ33	I didn't have time to eat dinner yesterday evening.		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1861
608530	wɐ22 ʧej44	period		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1862
608531	ka22 rʦǝ44	count		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1864
608532	ʈaŋ22 kɐ33	number		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1865
608533	ʔaŋ22 gǝ44	number, figure		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1866
608534	kǝ22 rgɒ44, kǝ22 tek44	one		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1869
608535	kǝ22 ɲis44	two		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1871
608536	kǝ44 sam44	three		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1873
608537	ku22 di44	four		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1875
608538	kǝ22 mŋo44	five		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1877
608539	kǝ22 ʈok44	six		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1879
608540	kǝ22 ʃnir44, kǝ22 ʃnis44	seven		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1881
608541	wu33 rjat44	eight		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1883
608542	kǝ22 ᴺgu44	nine		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1885
608543	sʤe44, sʨe44	ten		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1887
608544	sʨe33 tek55	eleven		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1889
608545	sʨɐ33 ɲǝs44	twelve		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1891
608546	sʨɐ33 sam44	thirteen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1893
608547	sʨu33 di22	fourteen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1895
608548	sʨo33 mŋo44	fifteen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1897
608549	sʨo33 pʈok44	sixteen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1899
608550	sʨo33 snǝr	seventeen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1901
608551	sʨoŋ33 rjat44	eighteen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1903
608552	sʨoɴ33 gu22	nineteen		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1905
608553	kǝ22 ɲis55 zʥe33	twenty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1907
608554	kǝ22 ɲis55 zʥe33 kǝ22 tek33	twenty one		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1909
608555	kǝ22 ɲis55 zʥe33 kǝ22 ɲǝs44	twenty two		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1911
608556	kǝ22 ɲis55 zʥe33 kǝ22 sam44	twenty three		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1913
608557	kǝ22 sa33 sʥe33	thirty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1921
608558	kǝ22 dǝ33 zʥe33	forty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1923
608559	kǝ22 mŋo33 zʥe33	fifty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1925
608560	kǝ22 ʈok44 zʥe33	sixty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1927
608561	kǝ22 snǝr44 zʥe33	seventy		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1929
608562	wu22 rjat44 zʥe33	eighty		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1931
608563	kǝ22 ɴgu44 zʥe33	ninety		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1933
608564	pǝr22 ʥa33, pǝ22 rjɐ44	hundred		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1935
608565	kǝ22 ɲis44 pǝ22 rjɐ44	two hundred		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1937
608566	ka22 sam44 pǝ22 rjɐ44	three hundred		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1939
608567	stoŋ44 tso44 kǝ22 rgi22	thousand		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1941
608568	stoŋ44 tso44 kǝ22 ɲis44	two thousand		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1943
608569	stoŋ44 tso44 kǝ22 sam44	three thousand		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1945
608570	khrǝ22 tso44 kǝ44 rgi44	ten thousand		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1947
608571	khrǝ22 tso44 kǝ44 ɲis44	twenty thousand		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1949
608572	khrǝ22 tso44 zʥe44	hundred thousand		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1951
608573	kǝ22 ʧʰɑ44	times		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1959
608574	kǝ22 te44 lok33	times		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1961
608575	re22 rej33	one by one		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1963
608576	wu22 gral44	order		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1964
608577	taŋ22 bo44	first		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1966
608578	ɲis44 pa44	second		YN-RGLD	2170	rGyalrong (Maerkang Bola (B))	1968
